work,type,size,PKG,seconds
different_powers, f, 128, 3.73, 0.08929187
different_powers, f, 128, 3.78, 0.08879598
different_powers, f, 128, 3.76, 0.09083532
different_powers, f, 128, 3.74, 0.08908011
different_powers, f, 128, 3.72, 0.08916059
different_powers, f, 128, 3.82, 0.08872652
different_powers, f, 128, 3.79, 0.08901763
different_powers, f, 128, 3.68, 0.08961992
different_powers, f, 128, 3.68, 0.08997318
different_powers, f, 128, 3.70, 0.08886798
different_powers, f, 128, 3.73, 0.09026464
different_powers, f, 128, 3.65, 0.08963499
different_powers, f, 128, 3.59, 0.08960691
different_powers, f, 128, 3.71, 0.08917661
different_powers, f, 128, 3.76, 0.08936182
different_powers, f, 128, 3.67, 0.08844538
different_powers, f, 128, 3.72, 0.08944539
different_powers, f, 128, 3.90, 0.09149792
different_powers, f, 256, 11.32, 0.17368006
different_powers, f, 256, 10.69, 0.17465805
different_powers, f, 256, 10.40, 0.17568396
different_powers, f, 256, 10.28, 0.17193859
different_powers, f, 256, 10.18, 0.17420085
different_powers, f, 256, 10.11, 0.17360704
different_powers, f, 256, 9.97, 0.17568832
different_powers, f, 256, 10.12, 0.17399765
different_powers, f, 256, 10.25, 0.17382075
different_powers, f, 256, 9.85, 0.17502063
different_powers, f, 256, 10.05, 0.17360416
different_powers, f, 256, 10.01, 0.17464049
different_powers, f, 256, 10.20, 0.17629912
different_powers, f, 256, 10.06, 0.17407112
different_powers, f, 256, 9.95, 0.17489028
different_powers, f, 256, 9.96, 0.17401311
different_powers, f, 256, 10.25, 0.17370491
different_powers, f, 256, 10.14, 0.17244503
different_powers, f, 256, 9.96, 0.16993619
different_powers, f, 256, 10.04, 0.17112606
different_powers, f, 256, 10.16, 0.17403614
different_powers, f, 256, 10.27, 0.17423133
different_powers, f, 256, 10.21, 0.17468378
different_powers, f, 256, 10.41, 0.17238503
different_powers, f, 256, 10.36, 0.17376088
different_powers, f, 256, 10.23, 0.17569165
different_powers, f, 256, 10.15, 0.17085178
different_powers, f, 256, 10.23, 0.17610034
different_powers, f, 256, 10.21, 0.17476437
different_powers, f, 256, 10.14, 0.17642264
different_powers, f, 512, 19.54, 0.34393494
different_powers, f, 512, 19.33, 0.34697314
different_powers, f, 512, 23.05, 0.35523676
different_powers, f, 512, 19.62, 0.34720058
different_powers, f, 512, 19.44, 0.34747824
different_powers, f, 512, 19.32, 0.34806184
different_powers, f, 512, 19.20, 0.33681850
different_powers, f, 512, 19.45, 0.34679448
different_powers, f, 512, 19.47, 0.34789658
different_powers, f, 512, 19.58, 0.34405108
different_powers, f, 512, 19.80, 0.34440678
different_powers, f, 512, 19.59, 0.34701603
different_powers, f, 512, 18.95, 0.34490859
different_powers, f, 512, 19.11, 0.34585240
different_powers, f, 512, 19.19, 0.34340518
different_powers, f, 512, 19.43, 0.33785722
different_powers, f, 512, 18.92, 0.34695211
different_powers, f, 512, 18.73, 0.34736036
different_powers, f, 512, 19.31, 0.34191736
different_powers, f, 512, 19.20, 0.33566195
different_powers, f, 512, 19.00, 0.34615710
different_powers, f, 512, 19.11, 0.33632121
different_powers, f, 512, 19.36, 0.34154585
different_powers, f, 512, 19.50, 0.34767771
different_powers, f, 512, 19.31, 0.34772058
different_powers, f, 512, 19.28, 0.34571463
different_powers, f, 512, 18.99, 0.34884503
different_powers, f, 512, 19.90, 0.34821951
different_powers, f, 512, 19.78, 0.34362802
different_powers, f, 512, 19.73, 0.34547164
different_powers, d, 128, 7.06, 0.13609170
different_powers, d, 128, 7.09, 0.13478645
different_powers, d, 128, 6.99, 0.13627895
different_powers, d, 128, 6.94, 0.13833054
different_powers, d, 128, 7.16, 0.13573804
different_powers, d, 128, 6.98, 0.13791974
different_powers, d, 128, 6.97, 0.13793677
different_powers, d, 128, 6.70, 0.13826767
different_powers, d, 128, 6.78, 0.13601841
different_powers, d, 128, 6.72, 0.13698105
different_powers, d, 128, 6.87, 0.13656577
different_powers, d, 128, 7.05, 0.13536324
different_powers, d, 128, 6.85, 0.13677591
different_powers, d, 128, 6.86, 0.13720774
different_powers, d, 128, 6.89, 0.13833857
different_powers, d, 128, 7.13, 0.13838753
different_powers, d, 128, 6.86, 0.13828040
different_powers, d, 128, 6.90, 0.13774278
different_powers, d, 128, 6.78, 0.13572468
different_powers, d, 128, 6.84, 0.13767880
different_powers, d, 128, 6.92, 0.13771642
different_powers, d, 128, 6.93, 0.13861769
different_powers, d, 128, 6.87, 0.13671977
different_powers, d, 128, 6.75, 0.13770614
different_powers, d, 128, 6.79, 0.13373541
different_powers, d, 128, 6.81, 0.13652705
different_powers, d, 128, 6.88, 0.13529338
different_powers, d, 128, 7.46, 0.13596262
different_powers, d, 128, 6.96, 0.13449661
different_powers, d, 128, 7.01, 0.13793226
different_powers, d, 256, 16.84, 0.26679079
different_powers, d, 256, 16.77, 0.26965957
different_powers, d, 256, 16.33, 0.26899773
different_powers, d, 256, 16.21, 0.27100797
different_powers, d, 256, 16.42, 0.26414486
different_powers, d, 256, 16.32, 0.26747086
different_powers, d, 256, 16.37, 0.26862118
different_powers, d, 256, 16.59, 0.26605226
different_powers, d, 256, 16.16, 0.26848758
different_powers, d, 256, 15.93, 0.26848046
different_powers, d, 256, 15.99, 0.26815706
different_powers, d, 256, 16.14, 0.26760021
different_powers, d, 256, 16.03, 0.26490887
different_powers, d, 256, 16.73, 0.27058506
different_powers, d, 256, 16.64, 0.27073409
different_powers, d, 256, 16.36, 0.26933508
different_powers, d, 256, 16.22, 0.26834662
different_powers, d, 256, 16.08, 0.26876825
different_powers, d, 256, 15.77, 0.26632859
different_powers, d, 256, 15.81, 0.26706496
different_powers, d, 256, 15.68, 0.27067248
different_powers, d, 256, 16.64, 0.26949531
different_powers, d, 256, 17.48, 0.27134773
different_powers, d, 256, 15.93, 0.26961645
different_powers, d, 256, 15.89, 0.27130809
different_powers, d, 256, 16.44, 0.26716389
different_powers, d, 256, 16.98, 0.26753535
different_powers, d, 256, 16.95, 0.27129852
different_powers, d, 256, 17.06, 0.27155734
different_powers, d, 256, 16.79, 0.26928133
different_powers, d, 512, 32.71, 0.53150072
different_powers, d, 512, 32.30, 0.53727848
different_powers, d, 512, 32.03, 0.53275842
different_powers, d, 512, 32.60, 0.52263981
different_powers, d, 512, 32.72, 0.53890015
different_powers, d, 512, 32.58, 0.52815087
different_powers, d, 512, 32.06, 0.52371190
different_powers, d, 512, 31.40, 0.52838574
different_powers, d, 512, 31.29, 0.53141601
different_powers, d, 512, 31.02, 0.53230472
different_powers, d, 512, 30.97, 0.53590691
different_powers, d, 512, 30.49, 0.53659892
different_powers, d, 512, 31.65, 0.52612326
different_powers, d, 512, 31.53, 0.53690985
different_powers, d, 512, 32.03, 0.53319431
different_powers, d, 512, 31.28, 0.53628381
different_powers, d, 512, 30.83, 0.52227992
different_powers, d, 512, 31.76, 0.52341448
different_powers, d, 512, 31.91, 0.53334163
different_powers, d, 512, 30.75, 0.53611267
different_powers, d, 512, 30.92, 0.53098982
different_powers, d, 512, 30.84, 0.53218060
different_powers, d, 512, 33.16, 0.53795537
different_powers, d, 512, 33.35, 0.53459149
different_powers, d, 512, 31.25, 0.53439458
different_powers, d, 512, 30.90, 0.53313694
different_powers, d, 512, 31.92, 0.53358862
different_powers, d, 512, 33.01, 0.53853210
different_powers, d, 512, 32.49, 0.52406305
different_powers, d, 512, 32.28, 0.53846835
discus, f, 128, 3.51, 0.05654449
discus, f, 128, 3.72, 0.05622749
discus, f, 128, 3.61, 0.05622977
discus, f, 128, 3.69, 0.05680520
discus, f, 128, 3.72, 0.05601601
discus, f, 128, 3.74, 0.05702939
discus, f, 128, 3.76, 0.05600211
discus, f, 128, 3.74, 0.05678517
discus, f, 128, 3.64, 0.05637027
discus, f, 128, 3.75, 0.05690559
discus, f, 128, 3.78, 0.05655734
discus, f, 128, 3.65, 0.05645063
discus, f, 128, 3.78, 0.05661364
discus, f, 128, 3.72, 0.05673437
discus, f, 128, 3.82, 0.05641312
discus, f, 128, 3.73, 0.05585681
discus, f, 128, 3.70, 0.05609772
discus, f, 128, 3.87, 0.05602447
discus, f, 128, 3.84, 0.05805806
discus, f, 128, 3.82, 0.05699333
discus, f, 128, 3.93, 0.05820817
discus, f, 128, 3.81, 0.05653590
discus, f, 128, 3.84, 0.05707659
discus, f, 128, 3.79, 0.05664285
discus, f, 128, 3.84, 0.05737884
discus, f, 128, 3.80, 0.05720039
discus, f, 128, 3.80, 0.05660899
discus, f, 128, 3.83, 0.05643560
discus, f, 128, 3.82, 0.05607468
discus, f, 128, 3.89, 0.05632986
discus, f, 256, 7.16, 0.10964960
discus, f, 256, 7.11, 0.11116766
discus, f, 256, 7.30, 0.11123873
discus, f, 256, 7.11, 0.11109069
discus, f, 256, 7.02, 0.11081645
discus, f, 256, 7.05, 0.11001280
discus, f, 256, 7.02, 0.11146619
discus, f, 256, 7.06, 0.11214810
discus, f, 256, 7.07, 0.11148594
discus, f, 256, 6.99, 0.11026992
discus, f, 256, 7.11, 0.11110789
discus, f, 256, 7.32, 0.11085808
discus, f, 256, 7.09, 0.11020212
discus, f, 256, 6.97, 0.11061504
discus, f, 256, 7.03, 0.11081846
discus, f, 256, 7.02, 0.11087441
discus, f, 256, 6.92, 0.11065270
discus, f, 256, 7.13, 0.11002601
discus, f, 256, 7.09, 0.11104636
discus, f, 256, 7.07, 0.11154335
discus, f, 256, 7.52, 0.11290928
discus, f, 256, 7.10, 0.11199587
discus, f, 256, 7.28, 0.11118116
discus, f, 256, 7.13, 0.11140997
discus, f, 256, 7.15, 0.11066907
discus, f, 256, 7.17, 0.11172311
discus, f, 256, 7.18, 0.10968457
discus, f, 256, 7.22, 0.11150230
discus, f, 256, 7.10, 0.10944555
discus, f, 256, 7.11, 0.11171376
discus, f, 512, 14.55, 0.21399456
discus, f, 512, 13.98, 0.21859897
discus, f, 512, 13.93, 0.21729891
discus, f, 512, 13.92, 0.21888916
discus, f, 512, 13.86, 0.21536481
discus, f, 512, 13.85, 0.21431940
discus, f, 512, 13.85, 0.21986306
discus, f, 512, 13.57, 0.21739302
discus, f, 512, 13.61, 0.21582781
discus, f, 512, 13.49, 0.21881314
discus, f, 512, 13.30, 0.21781894
discus, f, 512, 13.08, 0.21969231
discus, f, 512, 13.53, 0.21918315
discus, f, 512, 13.19, 0.21556829
discus, f, 512, 13.31, 0.21599699
discus, f, 512, 13.27, 0.21866351
discus, f, 512, 13.57, 0.21371310
discus, f, 512, 13.39, 0.21878702
discus, f, 512, 13.46, 0.22004813
discus, f, 512, 13.40, 0.21931312
discus, f, 512, 13.43, 0.21916546
discus, f, 512, 13.43, 0.21458718
discus, f, 512, 13.57, 0.21942927
discus, f, 512, 13.56, 0.21753123
discus, f, 512, 13.32, 0.21785519
discus, f, 512, 13.30, 0.22051236
discus, f, 512, 13.28, 0.21996868
discus, f, 512, 12.91, 0.21851617
discus, f, 512, 13.31, 0.21303050
discus, f, 512, 13.22, 0.21959559
discus, d, 128, 3.70, 0.06724899
discus, d, 128, 3.66, 0.06769472
discus, d, 128, 4.10, 0.06828017
discus, d, 128, 3.62, 0.06804781
discus, d, 128, 3.74, 0.06929745
discus, d, 128, 3.71, 0.06816293
discus, d, 128, 3.84, 0.06712465
discus, d, 128, 3.74, 0.06762993
discus, d, 128, 3.83, 0.06615218
discus, d, 128, 3.69, 0.06993777
discus, d, 128, 3.94, 0.06664445
discus, d, 128, 3.84, 0.06718401
discus, d, 128, 3.78, 0.06836330
discus, d, 128, 3.91, 0.06673408
discus, d, 128, 3.87, 0.06865421
discus, d, 128, 3.83, 0.06784540
discus, d, 128, 3.89, 0.06886981
discus, d, 128, 3.80, 0.06729202
discus, d, 128, 3.81, 0.06756125
discus, d, 128, 3.87, 0.06700013
discus, d, 128, 3.87, 0.06814644
discus, d, 128, 3.84, 0.06769140
discus, d, 128, 3.93, 0.06710047
discus, d, 128, 3.77, 0.06786181
discus, d, 128, 3.74, 0.06669994
discus, d, 128, 3.88, 0.06644826
discus, d, 128, 3.75, 0.06717223
discus, d, 128, 3.72, 0.06669391
discus, d, 128, 3.75, 0.06725726
discus, d, 128, 3.89, 0.06736967
discus, d, 256, 7.39, 0.13242438
discus, d, 256, 7.16, 0.12974993
discus, d, 256, 7.26, 0.12997788
discus, d, 256, 7.34, 0.13053479
discus, d, 256, 7.18, 0.13127403
discus, d, 256, 7.07, 0.12994849
discus, d, 256, 7.19, 0.12835256
discus, d, 256, 7.06, 0.13117306
discus, d, 256, 6.97, 0.13125147
discus, d, 256, 7.00, 0.13066628
discus, d, 256, 7.02, 0.12929911
discus, d, 256, 6.92, 0.13107487
discus, d, 256, 6.98, 0.13023748
discus, d, 256, 7.10, 0.13116178
discus, d, 256, 6.98, 0.13162769
discus, d, 256, 6.97, 0.13058694
discus, d, 256, 7.05, 0.13097361
discus, d, 256, 6.98, 0.13135791
discus, d, 256, 7.00, 0.13135986
discus, d, 256, 7.06, 0.13073071
discus, d, 256, 6.97, 0.13195710
discus, d, 256, 6.99, 0.12951678
discus, d, 256, 7.13, 0.12942822
discus, d, 256, 7.03, 0.13203935
discus, d, 256, 7.11, 0.13173711
discus, d, 256, 7.35, 0.12927656
discus, d, 256, 7.15, 0.13092453
discus, d, 256, 6.99, 0.12833155
discus, d, 256, 7.23, 0.13174666
discus, d, 256, 6.93, 0.13047934
discus, d, 512, 16.93, 0.25125610
discus, d, 512, 16.81, 0.25432108
discus, d, 512, 16.70, 0.25721854
discus, d, 512, 16.35, 0.25809909
discus, d, 512, 16.47, 0.25569764
discus, d, 512, 16.47, 0.25486369
discus, d, 512, 16.73, 0.25605600
discus, d, 512, 16.51, 0.25585380
discus, d, 512, 16.35, 0.25833794
discus, d, 512, 16.42, 0.25767597
discus, d, 512, 16.08, 0.25659736
discus, d, 512, 16.17, 0.25415749
discus, d, 512, 16.35, 0.25705534
discus, d, 512, 16.21, 0.25636976
discus, d, 512, 16.04, 0.25709903
discus, d, 512, 16.17, 0.25268441
discus, d, 512, 16.62, 0.25488875
discus, d, 512, 16.24, 0.25775783
discus, d, 512, 16.03, 0.25562463
discus, d, 512, 16.12, 0.25235635
discus, d, 512, 16.29, 0.25803318
discus, d, 512, 16.21, 0.25683849
discus, d, 512, 16.14, 0.25753953
discus, d, 512, 15.88, 0.25475813
discus, d, 512, 15.71, 0.25756036
discus, d, 512, 15.73, 0.25770224
discus, d, 512, 15.83, 0.25668827
discus, d, 512, 15.68, 0.25464792
discus, d, 512, 15.82, 0.25880366
discus, d, 512, 15.93, 0.25503569
katsuura, f, 128, 122.65, 2.09074929
katsuura, f, 128, 124.39, 2.07642383
katsuura, f, 128, 128.90, 2.08497336
katsuura, f, 128, 125.86, 2.07970996
katsuura, f, 128, 125.26, 2.05834696
katsuura, f, 128, 119.56, 2.08525303
katsuura, f, 128, 121.71, 2.07881216
katsuura, f, 128, 122.33, 2.05903196
katsuura, f, 128, 124.38, 2.09137065
katsuura, f, 128, 122.39, 2.09594817
katsuura, f, 128, 127.25, 2.07644640
katsuura, f, 128, 120.72, 2.03882934
katsuura, f, 128, 124.26, 2.05846934
katsuura, f, 128, 126.40, 2.09254110
katsuura, f, 128, 125.25, 2.01695381
katsuura, f, 128, 125.93, 2.09877098
katsuura, f, 128, 122.63, 2.05397156
katsuura, f, 128, 118.72, 2.04537703
katsuura, f, 128, 121.32, 2.06764853
katsuura, f, 128, 122.59, 2.09700474
katsuura, f, 128, 123.62, 2.08774002
katsuura, f, 128, 125.36, 2.07871761
katsuura, f, 128, 125.43, 2.08573151
katsuura, f, 128, 122.95, 2.09697018
katsuura, f, 128, 127.41, 2.07938029
katsuura, f, 128, 120.49, 2.05763747
katsuura, f, 128, 123.64, 2.03335505
katsuura, f, 128, 125.59, 2.05913578
katsuura, f, 128, 117.99, 2.07241248
katsuura, f, 128, 125.50, 2.07811113
katsuura, f, 256, 254.24, 4.17115974
katsuura, f, 256, 250.21, 4.17700797
katsuura, f, 256, 254.08, 4.18084751
katsuura, f, 256, 233.56, 4.08608835
katsuura, f, 256, 233.95, 4.09595883
katsuura, f, 256, 239.87, 4.03512071
katsuura, f, 256, 242.38, 4.08340583
katsuura, f, 256, 243.04, 4.10869749
katsuura, f, 256, 242.16, 4.12810776
katsuura, f, 256, 241.57, 4.07773421
katsuura, f, 256, 248.63, 4.08317354
katsuura, f, 256, 258.96, 4.17448533
katsuura, f, 256, 250.54, 4.13156052
katsuura, f, 256, 243.13, 4.08509027
katsuura, f, 256, 260.21, 4.13067068
katsuura, f, 256, 245.86, 4.12948533
katsuura, f, 256, 251.00, 4.18116434
katsuura, f, 256, 256.57, 4.17643114
katsuura, f, 256, 257.01, 4.18328702
katsuura, f, 256, 249.32, 4.10879248
katsuura, f, 256, 231.87, 4.12939049
katsuura, f, 256, 239.73, 4.17989706
katsuura, f, 256, 242.11, 4.10604001
katsuura, f, 256, 243.76, 4.09580312
katsuura, f, 256, 239.32, 4.10215348
katsuura, f, 256, 252.66, 4.08967858
katsuura, f, 256, 251.05, 4.11480068
katsuura, f, 256, 252.09, 4.07483665
katsuura, f, 256, 251.46, 4.12866646
katsuura, f, 256, 252.93, 4.13887001
katsuura, f, 512, 499.11, 8.28183301
katsuura, f, 512, 512.03, 8.32213691
katsuura, f, 512, 501.05, 8.20934027
katsuura, f, 512, 488.64, 8.20337120
katsuura, f, 512, 491.10, 8.21365903
katsuura, f, 512, 506.08, 8.35100859
katsuura, f, 512, 512.57, 8.34769733
katsuura, f, 512, 508.59, 8.21453555
katsuura, f, 512, 489.70, 8.08868034
katsuura, f, 512, 503.57, 8.21635885
katsuura, f, 512, 500.89, 8.21853377
katsuura, f, 512, 492.57, 8.15355482
katsuura, f, 512, 502.30, 8.22208074
katsuura, f, 512, 511.10, 8.29735579
katsuura, f, 512, 508.72, 8.20032897
katsuura, f, 512, 525.08, 8.21246021
katsuura, f, 512, 530.07, 8.38953836
katsuura, f, 512, 508.54, 8.17286191
katsuura, f, 512, 522.17, 8.27226110
katsuura, f, 512, 504.39, 8.19967183
katsuura, f, 512, 512.73, 8.27377743
katsuura, f, 512, 494.61, 8.05296278
katsuura, f, 512, 501.27, 8.10738377
katsuura, f, 512, 497.72, 8.15145715
katsuura, f, 512, 477.47, 8.09654952
katsuura, f, 512, 505.09, 8.31124830
katsuura, f, 512, 515.40, 8.27708724
katsuura, f, 512, 515.90, 8.28909016
katsuura, f, 512, 501.91, 8.18141155
katsuura, f, 512, 507.93, 8.24000033
katsuura, d, 128, 189.26, 3.13383442
katsuura, d, 128, 191.20, 3.13288268
katsuura, d, 128, 182.70, 3.14937338
katsuura, d, 128, 189.44, 3.10701689
katsuura, d, 128, 190.16, 3.16724219
