work,type,size,PKG,seconds
generation, d, 128, 3.87, 0.06785880
generation, d, 128, 4.15, 0.06362448
generation, d, 128, 3.91, 0.06313331
generation, d, 128, 3.83, 0.06319611
generation, d, 128, 3.94, 0.06320494
generation, d, 128, 3.85, 0.06352832
generation, d, 128, 3.85, 0.06313046
generation, d, 128, 3.91, 0.06303036
generation, d, 128, 4.02, 0.06292986
generation, d, 128, 3.94, 0.06308619
generation, d, 128, 3.93, 0.06264701
generation, d, 128, 3.94, 0.06459116
generation, d, 128, 4.23, 0.06726156
generation, d, 128, 3.92, 0.06362851
generation, d, 128, 3.77, 0.06340558
generation, d, 128, 3.84, 0.06258498
generation, d, 128, 3.89, 0.06274259
generation, d, 128, 3.83, 0.06298099
generation, d, 128, 3.87, 0.06266156
generation, d, 128, 3.78, 0.06278874
generation, d, 128, 3.80, 0.06273004
generation, d, 256, 7.11, 0.11900544
generation, d, 256, 7.19, 0.11930489
generation, d, 256, 7.08, 0.11983169
generation, d, 256, 7.22, 0.12064702
generation, d, 256, 6.89, 0.12104817
generation, d, 256, 7.15, 0.12161214
generation, d, 256, 7.21, 0.12053379
generation, d, 256, 7.20, 0.12130284
generation, d, 256, 7.18, 0.12167002
generation, d, 256, 7.31, 0.12060107
generation, d, 256, 8.36, 0.12253480
generation, d, 256, 7.14, 0.12129716
generation, d, 256, 7.54, 0.12158767
generation, d, 256, 7.41, 0.12318618
generation, d, 256, 7.26, 0.12193899
generation, d, 256, 7.39, 0.12100736
generation, d, 256, 7.38, 0.12144494
generation, d, 256, 7.24, 0.12003007
generation, d, 256, 7.93, 0.13150546
generation, d, 256, 7.24, 0.12357567
generation, d, 256, 7.39, 0.12076859
generation, d, 256, 7.01, 0.12302784
generation, d, 256, 6.94, 0.12088822
generation, d, 256, 7.02, 0.12028406
generation, d, 256, 6.88, 0.12163647
generation, d, 256, 6.95, 0.12449214
generation, d, 256, 7.50, 0.12095993
generation, d, 256, 6.97, 0.12086659
generation, d, 256, 6.82, 0.12092430
generation, d, 256, 7.04, 0.12206964
generation, d, 512, 14.12, 0.23810218
generation, d, 512, 13.76, 0.23515457
generation, d, 512, 13.67, 0.23491953
generation, d, 512, 13.44, 0.23829554
generation, d, 512, 13.30, 0.23601393
generation, d, 512, 13.25, 0.24319786
generation, d, 512, 13.14, 0.23270751
generation, d, 512, 13.35, 0.23601734
generation, d, 512, 13.82, 0.23808375
generation, d, 512, 13.53, 0.23364199
generation, d, 512, 13.32, 0.23705987
generation, d, 512, 14.56, 0.23671482
generation, d, 512, 14.04, 0.24097278
generation, d, 512, 13.88, 0.23505335
generation, d, 512, 13.29, 0.23882521
generation, d, 512, 13.93, 0.23607575
generation, d, 512, 13.44, 0.23805227
generation, d, 512, 13.60, 0.23869306
generation, d, 512, 13.82, 0.23745026
generation, d, 512, 14.20, 0.23687236
generation, d, 512, 13.42, 0.23724471
generation, d, 512, 13.23, 0.23675348
generation, d, 512, 13.31, 0.23686000
generation, d, 512, 13.96, 0.23571551
generation, d, 512, 13.55, 0.23732584
generation, d, 512, 13.45, 0.23530706
generation, d, 512, 13.84, 0.23616902
generation, d, 512, 13.44, 0.23883876
generation, d, 512, 13.54, 0.23628711
generation, d, 512, 13.45, 0.23494827
